label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Neuroticism,Rarely lose your composure,N,-1,0.025848389,0.025436401,0.031173706,0.19396979,0.72070336,a conscientious
Anger,Rarely lose your composure,N,-1,0.025848389,0.025436401,0.031173706,0.19396979,0.72070336,a conscientious
Intellectual Openness,See beauty in things that others might not notice,O,1,0.0046577454,0.012664795,0.021881104,0.098083556,0.86035186,a conscientious
Assertiveness,See yourself as a good leader,E,1,0.032806396,0.107543945,0.13183594,0.20410168,0.52099633,a conscientious
Intellectual Openness,Seldom daydream,O,-1,0.012641907,0.007911682,0.009391785,0.082458496,0.88623065,a conscientious
Neuroticism,Seldom feel blue,N,-1,0.010040283,0.0068969727,0.00819397,0.111328125,0.8623048,a conscientious
Anxiety,Seldom feel blue,N,-1,0.010040283,0.0068969727,0.00819397,0.111328125,0.8623048,a conscientious
Intellectual Openness,Seldom get lost in thought,O,-1,0.017837524,0.011520386,0.014564514,0.17199707,0.78271496,a conscientious
Intellectual Openness,Seldom notice the emotional aspects of paintings and pictures,O,-1,0.006427765,0.004085541,0.0042152405,0.029724121,0.9541018,a conscientious
Intellectual Openness,Think quickly,O,1,0.0013942719,0.0035037994,0.006248474,0.1688233,0.81835955,a conscientious
Intellect,Think quickly,O,1,0.0013942719,0.0035037994,0.006248474,0.1688233,0.81835955,a conscientious
Orderliness,Want every detail taken care of,C,1,0.82275534,0.11486822,0.009284973,0.047149718,0.0037517548,a conscientious
Neuroticism,Worry about things,N,1,0.003227234,0.0057525635,0.01108551,0.16296393,0.8144534,a conscientious
Extraversion,Are a very private person,E,-1,0.001074791,0.0013799667,0.0024604797,0.016052246,0.9775395,a conscientious
Conscientiousness,Are always prepared,C,1,0.6308602,0.25878918,0.022979736,0.066467345,0.01789856,a conscientious
Conscientiousness,Are exacting in your work,C,1,0.25903338,0.26733404,0.05343628,0.31738305,0.099853575,a conscientious
Intellect,Are full of ideas,O,1,0.0013370514,0.0025558472,0.0063285828,0.091552794,0.89599645,a conscientious
Intellect,Are good at many things,O,1,0.018478394,0.043670654,0.05517578,0.26733416,0.61230505,a conscientious
Agreeableness,Are hard to get to know,A,-1,0.006324768,0.0053253174,0.004776001,0.04324341,0.93896514,a conscientious
Agreeableness,Are indifferent to the feelings of others,A,-1,0.00090408325,0.00047278404,0.000682354,0.004589081,0.99121237,a conscientious
Agreeableness,Are interested in people,A,1,0.004737854,0.012680054,0.030410767,0.1384278,0.8095708,a conscientious
Agreeableness,Are not really interested in others,A,-1,0.0023441315,0.0013790131,0.001490593,0.0082473755,0.98388785,a conscientious
Agreeableness,Are on good terms with nearly everyone,A,1,0.004558563,0.0069503784,0.0118255615,0.15820318,0.8159183,a conscientious
Extraversion,Are quiet around strangers,E,-1,0.0035362244,0.0046844482,0.006816864,0.047302246,0.93554723,a conscientious
Extraversion,Are the life of the party,E,1,0.00012469292,0.00013375282,0.00029683113,0.0035877228,0.99462956,a conscientious
Extraversion,Bottle up your feelings,E,-1,0.004245758,0.0038070679,0.0034656525,0.03967285,0.9462896,a conscientious
Intellect,Catch on to things quickly,O,1,0.025405884,0.10699463,0.06695557,0.21948248,0.57812524,a conscientious
Conscientiousness,Continue until everything is perfect,C,1,0.7651379,0.15063483,0.014007568,0.058990538,0.008766174,a conscientious
Intellect,Do not have a good imagination,O,-1,0.0075302124,0.003288269,0.0024433136,0.0140686035,0.97070384,a conscientious
Extraversion,Don't like to draw attention to yourself,E,-1,0.006225586,0.0059394836,0.008506775,0.053771973,0.92382836,a conscientious
Extraversion,Don't mind being the center of attention,E,1,0.0005559921,0.0006251335,0.0014648438,0.021865845,0.9741214,a conscientious
Extraversion,Feel at ease with people,E,1,0.0011825562,0.0015544891,0.0033435822,0.06506348,0.9267582,a conscientious
Extraversion,Feel comfortable around people,E,1,0.0025901794,0.0031738281,0.0046195984,0.10675055,0.8803715,a conscientious
Agreeableness,Feel little concern for others,A,-1,0.0013942719,0.0006184578,0.0006532669,0.007896423,0.98681796,a conscientious
Conscientiousness,Find it difficult to get down to work,C,-1,0.003522873,0.004055023,0.0030612946,0.04031372,0.94677794,a conscientious
Conscientiousness,Follow a schedule,C,1,0.8076186,0.17468268,0.0012626648,0.013465881,0.0006866455,a conscientious
Conscientiousness,Get chores done right away,C,1,0.45727575,0.30468756,0.055480957,0.12695318,0.052124023,a conscientious
Agreeableness,Have a good word for everyone,A,1,0.004081726,0.00762558,0.012969971,0.1174317,0.85449266,a conscientious
Intellect,Have a vivid imagination,O,1,0.00057554245,0.0009870529,0.00299263,0.023544312,0.97021526,a conscientious
Intellect,Have difficulty imagining things,O,-1,0.0077056885,0.004459381,0.0038757324,0.033477783,0.9482426,a conscientious
Extraversion,Have little to say,E,-1,0.0015258789,0.0009627342,0.001001358,0.010765076,0.98388743,a conscientious
Agreeableness,Inquire about others' well-being,A,1,0.014076233,0.06210327,0.11071777,0.15612805,0.6469733,a conscientious
Extraversion,Know how to captivate people,E,1,0.0016489029,0.0035743713,0.0060806274,0.05505371,0.9311528,a conscientious
Agreeableness,Know how to comfort others,A,1,0.010299683,0.02670288,0.035369873,0.13146979,0.7929691,a conscientious
Conscientiousness,Leave a mess in your room,C,-1,0.0050086975,0.0029907227,0.001786232,0.04827887,0.9399424,a conscientious
Conscientiousness,Leave your belongings around,C,-1,0.0020961761,0.0015211105,0.0012712479,0.042419493,0.9506844,a conscientious
Conscientiousness,Like to tidy up,C,1,0.058898926,0.12866211,0.08441162,0.3039552,0.42187512,a conscientious
Agreeableness,Love children,A,1,0.0011491776,0.0034313202,0.017974854,0.037475586,0.9370123,a conscientious
Conscientiousness,Love order and regularity,C,1,0.21606457,0.3508302,0.061920166,0.26464862,0.10369879,a conscientious
Agreeableness,Love to help others,A,1,0.0043640137,0.008026123,0.01725769,0.12170416,0.84472704,a conscientious
Intellect,Love to read challenging material,O,1,0.0026302338,0.0060195923,0.012741089,0.06781006,0.90771526,a conscientious
Intellect,Love to think up new ways of doing things,O,1,0.0022716522,0.0038032532,0.008979797,0.12207037,0.86084014,a conscientious
Conscientiousness,Make a mess of things,C,-1,0.0014371872,0.00092077255,0.00054979324,0.008018494,0.9863301,a conscientious
Conscientiousness,Make plans and stick to them,C,1,0.90039206,0.08508301,0.0017385483,0.009849548,0.0005259514,a conscientious
Extraversion,Often feel uncomfortable around others,E,-1,0.001285553,0.0013790131,0.0012168884,0.009498596,0.98437625,a conscientious
Conscientiousness,Shirk your duties,C,-1,0.0016889572,0.0010166168,0.0007095337,0.008918762,0.9838891,a conscientious
Agreeableness,Show your gratitude,A,1,0.004825592,0.016326904,0.041046143,0.13464361,0.79931676,a conscientious
Intellect,Spend time reflecting on things,O,1,0.09826666,0.31225592,0.16711426,0.2357179,0.18359381,a conscientious
Extraversion,Start conversations,E,1,0.0063056946,0.018829346,0.030075073,0.15271002,0.78808635,a conscientious
Agreeableness,Take time out for others,A,1,0.0025863647,0.0033740997,0.0053901672,0.14794928,0.8383793,a conscientious
Agreeableness,Think of others first,A,1,0.0029678345,0.005809784,0.010360718,0.1429444,0.83593774,a conscientious
Extraversion,Wait for others to lead the way,E,-1,0.0014743805,0.00095939636,0.0010871887,0.014427185,0.98046935,a conscientious
Conscientiousness,Waste your time,C,-1,0.00097465515,0.0005469322,0.0005426407,0.006454468,0.988285,a conscientious
Anxiety,Are always worried about something,N,1,0.0011825562,0.0014715195,0.002407074,0.037078857,0.95605534,a conscientious
Excitement-seeking,Are eager to soothe hurt feelings,E,1,0.0015745163,0.0032310486,0.007396698,0.08868414,0.8959966,a conscientious
Anxiety,Begin to panic when there is danger,N,1,0.002368927,0.003019333,0.005054474,0.053497314,0.9335941,a conscientious
Excitement-seeking,Don't get excited about things,E,-1,0.003320694,0.002506256,0.002752304,0.024917603,0.9648441,a conscientious
Excitement-seeking,Feel excited or happy for no apparent reason,E,1,0.0008773804,0.0011720657,0.0036087036,0.038208008,0.9550784,a conscientious
Excitement-seeking,Get caught up in the excitement when others are celebrating,E,1,0.0020046234,0.0024166107,0.0043792725,0.10119635,0.8881839,a conscientious
Excitement-seeking,Get so happy or energetic that you are almost giddy,E,1,0.00044822693,0.0006570816,0.00217247,0.017349243,0.9775396,a conscientious
Anxiety,Get stressed out easily,N,1,0.0011043549,0.0012712479,0.0017652512,0.020843506,0.9731453,a conscientious
Anxiety,Often worry about things that turn out to be unimportant,N,1,0.0033397675,0.0033912659,0.0044937134,0.061065674,0.9257817,a conscientious
Excitement-seeking,Rarely get caught up in the excitement,E,-1,0.008560181,0.0051116943,0.0047302246,0.13391113,0.8466798,a conscientious
Anxiety,Rarely worry,N,-1,0.0021762848,0.0013198853,0.002210617,0.08691406,0.90576196,a conscientious
Anxiety,Worry about what people think of me,N,1,0.0016851425,0.0020961761,0.004875183,0.04626465,0.94384795,a conscientious
Introspection/Private Self-Consciousness,Are constantly reflecting about yourself,N,1,0.0032749176,0.0067214966,0.012954712,0.13500983,0.839844,a conscientious
Introspection/Private Self-Consciousness,Don't try to figure yourself out,N,-1,0.008934021,0.0063323975,0.007881165,0.049804688,0.9252934,a conscientious
Introspection/Private Self-Consciousness,Examine your motives constantly,N,1,0.014472961,0.03112793,0.049743652,0.2773438,0.6250001,a conscientious
Introspection/Private Self-Consciousness,Like to get lost in thought,N,1,0.0015878677,0.0017986298,0.0029659271,0.045684814,0.94677764,a conscientious
Introspection/Private Self-Consciousness,Look for hidden meaning in things,N,1,0.003414154,0.0071144104,0.016540527,0.095214844,0.8754885,a conscientious
Introspection/Private Self-Consciousness,Rarely look for a deeper meaning in things,N,-1,0.006580353,0.0035762787,0.003255844,0.0390625,0.94628936,a conscientious
Introspection/Private Self-Consciousness,Seldom daydream,N,-1,0.012641907,0.007911682,0.009391785,0.082458496,0.88623065,a conscientious
Introspection/Private Self-Consciousness,Seldom get lost in thought,N,-1,0.018112183,0.011695862,0.014785767,0.171875,0.7822267,a conscientious
Introspection/Private Self-Consciousness,Try to examine yourself objectively,N,1,0.07879639,0.21081549,0.17480469,0.25439465,0.279297,a conscientious
Anxiety,Are easily startled,N,1,0.0007071495,0.0007352829,0.0009965897,0.007904053,0.98779386,a conscientious
Anxiety,Are generally a fearful person,N,1,0.00072813034,0.0006842613,0.0011281967,0.009819031,0.9863289,a conscientious
Anxiety,Are nervous or tense most of the time,N,1,0.0007324219,0.00076150894,0.0012960434,0.010932922,0.9843763,a conscientious
Depression,Are sad most of the time,N,1,0.00073099136,0.0005965233,0.0008029938,0.005443573,0.98974824,a conscientious
Depression,Dislike yourself,N,1,0.0027770996,0.0022850037,0.0027122498,0.008354187,0.9809583,a conscientious
Anger,Don't let little things anger me,N,-1,0.007965088,0.0057373047,0.009757996,0.13684082,0.8383791,a conscientious
Anxiety,Feel your anxiety overwhelms me,N,1,0.0024662018,0.0024261475,0.0034770966,0.025283813,0.96386784,a conscientious
Anxiety,Feel that your worry and anxiety is out of control,N,1,0.002035141,0.0030536652,0.0038013458,0.029434204,0.95947343,a conscientious
Depression,Generally focus on the negative side of things,N,1,0.0011444092,0.001074791,0.001458168,0.017074585,0.9775402,a conscientious
Anger,Get irritated easily,N,1,0.0007009506,0.00092840195,0.0013093948,0.015586853,0.979493,a conscientious
Anger,Have a violent temper,N,1,0.00035190582,0.00036025047,0.00057554245,0.0035247803,0.99267745,a conscientious
Depression,Look at the bright side of life,N,-1,0.0017366409,0.0036201477,0.006454468,0.086364746,0.89990264,a conscientious
Anger,Often feel overwhelmed with rage,N,1,0.0007543564,0.000702858,0.0008749962,0.0052757263,0.9897474,a conscientious
Anxiety,Panic easily,N,1,0.0007638931,0.0007457733,0.0007519722,0.008811951,0.98681766,a conscientious
Depression,Rarely feel depressed,N,-1,0.03062439,0.021377563,0.022766113,0.15795898,0.7656251,a conscientious
Depression,Tend to feel very hopeless,N,1,0.0011882782,0.0005788803,0.00065612793,0.004245758,0.9912124,a conscientious
Dutifulness,Act without planning,C,-1,0.0008792877,0.00067949295,0.00077581406,0.016082764,0.9794936,a conscientious
Self-discipline,Are exacting in your work,C,1,0.25830096,0.270752,0.05331421,0.3164065,0.09802252,a conscientious
Intellect,Are not interested in theoretical discussions,O,-1,0.0057029724,0.0051116943,0.0069885254,0.03604126,0.9443362,a conscientious
Adventurousness,Are open to change,O,1,0.001203537,0.0011663437,0.002588272,0.100219786,0.8930668,a conscientious
Assertiveness,Are quick to correct others,E,1,0.000790596,0.0013990402,0.0025730133,0.032836914,0.95996153,a conscientious
Self-efficacy,Are quick to understand things,C,1,0.0023155212,0.004463196,0.010536194,0.14318854,0.83691436,a conscientious
Adventurousness,Are the last to laugh at a joke,O,-1,0.010749817,0.009056091,0.010101318,0.059051514,0.9091799,a conscientious
Adventurousness,Areuse your friends,O,1,0.00484848,0.008987427,0.014816284,0.061401427,0.90234494,a conscientious
Self-discipline,Avoid responsibilities,C,-1,0.0020828247,0.0013132095,0.00090265274,0.010574341,0.98242456,a conscientious
Liberalism,Believe in the importance of art,O,1,0.0028800964,0.008796692,0.027526855,0.1141358,0.84326214,a conscientious
Liberalism,Believe laws should be strictly enforced,O,-1,0.013420105,0.022476196,0.083496094,0.209961,0.66748077,a conscientious
Adventurousness,Believe that you are important,O,1,0.044830322,0.055786133,0.06726074,0.20080578,0.62841827,a conscientious
Liberalism,Believe that too much tax money goes to support artists,O,-1,0.01360321,0.02243042,0.028793335,0.14172369,0.79052764,a conscientious
Liberalism,Believe that we coddle criminals too much,O,-1,0.027008057,0.03060913,0.0418396,0.19042975,0.70751977,a conscientious
Liberalism,Believe that we should be tough on crime,O,-1,0.0064964294,0.010543823,0.029586792,0.12451178,0.82470757,a conscientious
Self-efficacy,Can handle complex problems,C,1,0.27124047,0.388672,0.09234619,0.15698254,0.08673102,a conscientious
Assertiveness,Challenge others' points of view,E,1,0.0025234222,0.005138397,0.009017944,0.1151734,0.8642584,a conscientious
Assertiveness,Demand explanations from others,E,1,0.0027484894,0.004676819,0.0072402954,0.07788092,0.9047855,a conscientious
Self-discipline,Disregard rules,C,-1,0.0007238388,0.00054216385,0.00054216385,0.0075416565,0.987795,a conscientious
Self-discipline,Do improper things,C,-1,0.0020160675,0.0015573502,0.0015211105,0.018676817,0.9731466,a conscientious
Self-efficacy,Do not have a good imagination,C,-1,0.0075302124,0.0032901764,0.002445221,0.013847351,0.9711921,a conscientious
Liberalism,Do not like art,O,-1,0.0031433105,0.002565384,0.0041656494,0.015235901,0.97265667,a conscientious
Dutifulness,Do things according to a plan,C,1,0.7475613,0.22802752,0.0028266907,0.017578125,0.0014095306,a conscientious
Dutifulness,Do things by the book,C,1,0.03262329,0.049713135,0.052124023,0.36181653,0.5024415,a conscientious
Intellect,Enjoy contemplation,O,1,0.0009717941,0.0018157959,0.0036678314,0.05142212,0.9404299,a conscientious
Intellect,Enjoy thought-provoking movies,O,1,0.00349617,0.010772705,0.03878784,0.08874512,0.85546905,a conscientious
Self-discipline,Find it difficult to get down to work,C,-1,0.003522873,0.004055023,0.0030612946,0.04031372,0.94677794,a conscientious
Intellect,Find political discussions interesting,O,1,0.0020179749,0.0055732727,0.022750854,0.05899048,0.9086917,a conscientious
Self-efficacy,Formulate ideas clearly,C,1,0.10461432,0.2934571,0.21801758,0.13647467,0.24328625,a conscientious
Self-discipline,Get chores done right away,C,1,0.45727575,0.30468756,0.055480957,0.12695318,0.052124023,a conscientious
Self-discipline,Get to work at once,C,1,0.08154303,0.15966797,0.06756592,0.2673341,0.42065448,a conscientious
